image,scratch_ratio,severity
23_jpeg.rf.988d50d067a28ab9e20afd9f420c384c.jpg,0.06738525390625,0
23_jpeg.rf.9bd9ae5f64af98fd779eef75030d40dc.jpg,0.0675732421875,0
2_jpeg.rf.0de84ee4355dc6ff906d7214a495706f.jpg,0.11188720703125,1
2_jpeg.rf.2dac2509e0692562b2a4c236187ba82e.jpg,0.10747314453125,0
2_jpeg.rf.51a1752e3157fa9c52a8757d71a2566a.jpg,0.10729248046875,0
4JI4Jok_jpg.rf.b85ece0b02a25cdbbdda785f96246818.jpg,0.11709228515625,1
4JI4Jok_jpg.rf.bca93539a640699f8b68f3d41c874686.jpg,0.11767333984375,1
4JI4Jok_jpg.rf.bd66fbcc528dc3a7fc01744615238ddc.jpg,0.11699462890625,1
6_jpeg.rf.0bae332ec629495d7d68c7a777f4d4be.jpg,0.04499267578125,0
6_jpeg.rf.1f8fa824cc1a3a56d3d4dde45b733a2a.jpg,0.045654296875,0
6_jpeg.rf.d82433fe172f8967bccb919ab1d68cff.jpg,0.0478271484375,0
9--1-_jpeg.rf.311807638017d9fecef51510be4cae04.jpg,0.0772900390625,0
9--1-_jpeg.rf.a1a407fefa31f785bae56936f52cf4ed.jpg,0.08200927734375,0
9--1-_jpeg.rf.e776b05355815802cacdf28afa28aaeb.jpg,0.07807861328125,0
9_jpeg.rf.49a668c559cc478cac328f8f1e99946c.jpg,0.071552734375,0
9_jpeg.rf.f54d3f5d35e2449cd049ddaa1a050601.jpg,0.06738037109375,0
9_jpeg.rf.fd2994e8fd33fa8d01e3281129dcc951.jpg,0.0689794921875,0
back_libvght-1-_jpg.rf.2574ce5f60da9d07fa9b84a2b7240376.jpg,0.06627197265625,0
back_libvght-1-_jpg.rf.721e20d4547b6039996bcbf7c637720a.jpg,0.06458251953125,0
back_libvght-1-_jpg.rf.fce408c653d0193a8eb4a96aa0587545.jpg,0.0670654296875,0
back_lighjht-1-_jpg.rf.3496e660b1b83e6391908fef20f4c4b8.jpg,0.1512548828125,1
back_lighjht-1-_jpg.rf.4fde851426494d01e8f82d4a86416188.jpg,0.15391357421875,1
back_lighjht-1-_jpg.rf.c438db547d0536aba56c41edf43b2bde.jpg,0.1459814453125,1
back_light-1----2021-09-11T202028-407_jpg.rf.42ff433d3c68659139048edbd296d365.jpg,0.16228515625,2
back_light-1----2021-09-11T202028-407_jpg.rf.50e40debd5a8cd19f8e775f4866b6b08.jpg,0.17590576171875,2
back_light-1----2021-09-11T202028-407_jpg.rf.d354eeee649a1b3a9a16efaa2fcd5211.jpg,0.18257080078125,2
back_light-1---100-_jpg.rf.5f32f8dceeb128c65c8a6d663cbb416d.jpg,0.04677490234375,0
back_light-1---100-_jpg.rf.d45c393740bb6936f0e412a012c0a862.jpg,0.047626953125,0
back_light-1---100-_jpg.rf.e1acb0ad27e7919f28673dd027cd2f87.jpg,0.048037109375,0
back_light-1---11-_jpg.rf.a61bfce5bdf31f98f8808fef37001c38.jpg,0.11787109375,1
back_light-1---11-_jpg.rf.cd3b982d65dad1fe1dca1c01d484daf0.jpg,0.1231103515625,1
back_light-1---11-_jpg.rf.d81c9b78c4c011038e0605cc5e0b1698.jpg,0.12430908203125,1
back_light-1---17-_jpg.rf.6658b36022f426a6d8b629c1ac4f16dd.jpg,0.08115478515625,0
back_light-1---17-_jpg.rf.723d5e47a36825127f0425d887445cbd.jpg,0.08406982421875,0
back_light-1---17-_jpg.rf.a451ec0112591ec470a2d1274d9cafb8.jpg,0.077578125,0
back_light-1---18-_jpg.rf.92bf15779e4a0301257df0451704ca9f.jpg,0.19022705078125,2
back_light-1---18-_jpg.rf.b5b7bbc1b366f792278e54f363faff15.jpg,0.19221435546875,2
back_light-1---18-_jpg.rf.c5eee7077ad38c6a5608f1915fea7bf5.jpg,0.1878857421875,2
back_light-1---19-_jpg.rf.34f09272a7b791bc0cec31d52cfa7b6e.jpg,0.19057861328125,2
back_light-1---19-_jpg.rf.5af230155f2adcec9bead50348ec626a.jpg,0.1867919921875,2
back_light-1---19-_jpg.rf.e76c825f8a97a48e100662ec00177f6f.jpg,0.18673828125,2
back_light-1---20-_jpg.rf.492cef928e4c528e0cd3b7e1e55963fb.jpg,0.1225439453125,1
back_light-1---20-_jpg.rf.a1006a4da85d23f4be76ab94dd73189f.jpg,0.1131640625,1
back_light-1---20-_jpg.rf.dde5d45cdd84c488fb0130c8faf96e6a.jpg,0.11405029296875,1
back_light-1---21-_jpg.rf.3f1d34ad1ff2535da9b141667aaa86b8.jpg,0.103955078125,0
back_light-1---21-_jpg.rf.5ea857b36a0b0558703833f9e9595aba.jpg,0.1074951171875,0
back_light-1---21-_jpg.rf.c9cc714b5ee473f5a9f32066f605f398.jpg,0.10686279296875,0
back_light-1---22-_jpg.rf.2b28799e96b3d10ae27a6cc9607b7ac6.jpg,0.15788330078125,1
back_light-1---22-_jpg.rf.6bc3b7515a5489020b2e6ddced9c759f.jpg,0.15292236328125,1
back_light-1---22-_jpg.rf.88db1336647bada32721f5da14e3b125.jpg,0.1649365234375,2
back_light-1---26-_jpg.rf.8cb53300214eca8fdc5233e414a3f788.jpg,0.16033447265625,1
back_light-1---26-_jpg.rf.a7729d2bbf760e84ffa67387cd331f05.jpg,0.1465380859375,1
back_light-1---26-_jpg.rf.fb23efee737d69d4022764e29c933882.jpg,0.16225830078125,2
back_light-1---28-_jpg.rf.323255e181a1dc43d41fb7a75f64cbc9.jpg,0.09767822265625,0
back_light-1---28-_jpg.rf.bf6b63380623cafc4d5f2365cd8867bf.jpg,0.10072265625,0
back_light-1---28-_jpg.rf.c97f5ba1ebacc47b97910b4e98b787ca.jpg,0.1022216796875,0
back_light-1---31-_jpg.rf.2ad0efc2f88f72844bcb3b1cd95059ee.jpg,0.08683349609375,0
back_light-1---31-_jpg.rf.b8ca5e2282ce1e019855e0c07602ab33.jpg,0.09481201171875,0
back_light-1---31-_jpg.rf.e7b76154677d7bc4d0728a92b66bbf40.jpg,0.08786376953125,0
back_light-1---35-_jpg.rf.8430bc191349430c26a44521a706f6a8.jpg,0.13370849609375,1
back_light-1---35-_jpg.rf.92257cc1c38c5d2e326f6dc5c7e51a2b.jpg,0.13037841796875,1
back_light-1---35-_jpg.rf.cf5a0a41da0963cb61a1d33573317c26.jpg,0.133017578125,1
back_light-1---40-_jpg.rf.073644f9922233fc8ef4dac1cad5313c.jpg,0.1365771484375,1
back_light-1---40-_jpg.rf.8e5ace3d71fdb88160a0ef55477178e3.jpg,0.12671875,1
back_light-1---40-_jpg.rf.fc0788834516137ae075bbc84462d53c.jpg,0.13652099609375,1
back_light-1---41-_jpg.rf.10d087d58f1ba1970c70378e046e4061.jpg,0.23975341796875,2
back_light-1---41-_jpg.rf.50d820f76b61f756777decd7f6793864.jpg,0.2403271484375,2
back_light-1---41-_jpg.rf.531469e95ee0a6fdfe9f409dfd3a6e2b.jpg,0.24560791015625,2
back_light-1---43-_jpg.rf.1eb745bd4d01422b028ac884173037d5.jpg,0.16106689453125,1
back_light-1---43-_jpg.rf.3a8eb6f0139a0f7736a60b3529439652.jpg,0.20447265625,2
back_light-1---43-_jpg.rf.5ca84d5a631e542ce4df1508eb9348c7.jpg,0.17078857421875,2
back_light-1---46-_jpg.rf.2af013cbf885d62cbb20022113b356f4.jpg,0.21709716796875,2
back_light-1---46-_jpg.rf.45fc61e4256f0a1c5175c8dcf91d327b.jpg,0.2331884765625,2
back_light-1---46-_jpg.rf.c69aacd8da87a41358f285812347b2db.jpg,0.238447265625,2
back_light-1---47-_jpg.rf.2048775d682b0e9604b8d0ee48366542.jpg,0.20209716796875,2
back_light-1---47-_jpg.rf.6d030c7bb7ca4cae3b6c0bfdc407d445.jpg,0.19347412109375,2
back_light-1---47-_jpg.rf.c73e12018d2e9ceb684ca00def59c608.jpg,0.19226318359375,2
back_light-1---51-_jpg.rf.159a0a807994c48c8b79bddafa7cfa2a.jpg,0.035380859375,0
back_light-1---51-_jpg.rf.19c7bc556eb22b74f5c4820b10c61e71.jpg,0.04750732421875,0
back_light-1---51-_jpg.rf.24722f2e3cbcbfe2a3744a06108cd30f.jpg,0.0464990234375,0
back_light-1---54-_jpg.rf.879f509dcfd9da4d17fe92f68b3a574e.jpg,0.100625,0
back_light-1---54-_jpg.rf.a069744a3ae39fcb110b8d6cb0a96a3f.jpg,0.09736572265625,0
back_light-1---54-_jpg.rf.af0a923ae4c3f3210071f13a1eb03845.jpg,0.09798095703125,0
back_light-1---59-_jpg.rf.34c81b06320e6d943ddf951d470b5a34.jpg,0.0910595703125,0
back_light-1---59-_jpg.rf.445fa10a1d6a42b4fecb52a3d66941b2.jpg,0.08920654296875,0
back_light-1---59-_jpg.rf.578e627a77ddc3224b6fc85a1d1e4c18.jpg,0.08903076171875,0
back_light-1---6-_jpg.rf.81eaaf7b6c983ada4c67effa79deb827.jpg,0.09675048828125,0
back_light-1---6-_jpg.rf.8f4c316f1448ebea3ee39ddc812ca5ad.jpg,0.1001123046875,0
back_light-1---6-_jpg.rf.c6ff7804579725be149234a0c5df33d7.jpg,0.09675537109375,0
back_light-1---61-_jpg.rf.0f7032ae5687384f6357f28ec3be4bbe.jpg,0.25106201171875,2
back_light-1---61-_jpg.rf.646f0fecb11238c69b3415636b22e220.jpg,0.2494775390625,2
back_light-1---61-_jpg.rf.8b99f4a9834b9c21899aae15b43ae99b.jpg,0.2250341796875,2
back_light-1---67-_jpg.rf.7c4e7aa4e6b8100e033069ce381a0fd2.jpg,0.19060546875,2
back_light-1---67-_jpg.rf.800a6b50235a4d670e0a3d842e9cc21c.jpg,0.18137451171875,2
back_light-1---67-_jpg.rf.a40c5c727b44c1b2b210454eb2a0adba.jpg,0.17111328125,2
back_light-1---71-_jpg.rf.900cadb1746e026a877da051500568cf.jpg,0.0911376953125,0
back_light-1---71-_jpg.rf.bebf4ee9d9c9bbd2756ef9ce2cd86b94.jpg,0.08126220703125,0
back_light-1---71-_jpg.rf.f625226cf4a8cdb12b8d78ae6478b137.jpg,0.0897412109375,0
back_light-1---72-_jpg.rf.2709c505357fcdd2f4935a7943a741c1.jpg,0.11946533203125,1
back_light-1---72-_jpg.rf.5a5ece9188ba9eeaa98bd8a709b9837e.jpg,0.1162744140625,1
back_light-1---72-_jpg.rf.b7a13ace9c6d8879b09901827c0e9304.jpg,0.09768798828125,0
back_light-1---73-_jpg.rf.2ffda38bc423264362c80e4ca9afde11.jpg,0.19398681640625,2
back_light-1---73-_jpg.rf.e7b0d79379b97755797fb6bca8a2a183.jpg,0.1976513671875,2
back_light-1---73-_jpg.rf.ef820c03eb71d289a23aa31ed3d6235c.jpg,0.19582763671875,2
back_light-1---74-_jpg.rf.0fbc581ec04435fcc79e0fbd5af20437.jpg,0.1475048828125,1
back_light-1---74-_jpg.rf.2ad04fbb8adb7dfb2594ccc393cd8114.jpg,0.14276611328125,1
back_light-1---74-_jpg.rf.aa70af48d5aac701fc0c8616f8fcc37b.jpg,0.14334716796875,1
back_light-1---75-_jpg.rf.022d1c760032b0c070eea99d33d7b2d8.jpg,0.1407666015625,1
back_light-1---75-_jpg.rf.345ce7da557bc106baf42c56c68dc64f.jpg,0.14260009765625,1
back_light-1---75-_jpg.rf.59472bb5553e309c56def34741ebd0db.jpg,0.142216796875,1
back_light-1---77-_jpg.rf.323b12827221e3abf343a93950f802c0.jpg,0.091611328125,0
back_light-1---77-_jpg.rf.459e31755a0b0cacdab554b3d9431b61.jpg,0.0947900390625,0
back_light-1---77-_jpg.rf.4b081489479f474917f2d00ad23d148c.jpg,0.09094482421875,0
back_light-1---81-_jpg.rf.7ad1ae353e4adaa8d9c2ba5db7f687ae.jpg,0.14137939453125,1
back_light-1---81-_jpg.rf.8d9c92d9010818cc710105b31304f151.jpg,0.14129638671875,1
back_light-1---81-_jpg.rf.fbb75bc1868a0accec661526f0c3c001.jpg,0.11693603515625,1
back_light-1---83-_jpg.rf.123f1c4c1950ef9bc9dc3368390111fa.jpg,0.07888671875,0
back_light-1---83-_jpg.rf.829f6df0f7e1032fac163a84da29a75e.jpg,0.0789013671875,0
back_light-1---83-_jpg.rf.f1b9c9eadd244f19bdc1179c5222bd57.jpg,0.0806201171875,0
back_light-1---84-_jpg.rf.16b325ab70e310cc212008a89b20682c.jpg,0.13883056640625,1
back_light-1---84-_jpg.rf.b9d515d92c33e576cba719a7a3a0f3ad.jpg,0.12795166015625,1
back_light-1---84-_jpg.rf.bcf95412433c3ea18a906f4f7a6f078e.jpg,0.1408349609375,1
back_light-1---85-_jpg.rf.9e06acb67c8fe03d6df122932cd7d464.jpg,0.09703125,0
back_light-1---85-_jpg.rf.b6a8606af4438645e2a6f5db24b82b79.jpg,0.1085791015625,1
back_light-1---85-_jpg.rf.f6e079df5a9822531f2dd660b2387bc3.jpg,0.106171875,0
back_light-1---92-_jpg.rf.93bdbc06b1e889d2cfb62bbac5ea43aa.jpg,0.2009521484375,2
back_light-1---92-_jpg.rf.9ab42c7935754e053e29ddeb74413c22.jpg,0.19959716796875,2
back_light-1---92-_jpg.rf.a51f9bce11e3f3c983672e5ab09ad0ae.jpg,0.19988037109375,2
back_light-1---98-_jpg.rf.32011ff9ac210c65d2812326a6acfe3e.jpg,0.068447265625,0
back_light-1---98-_jpg.rf.53baa1680b35fdf18b1b8f82aeec09aa.jpg,0.0769580078125,0
back_light-1---98-_jpg.rf.5ce4e1ac338de2be0f1be0f2a4d0e3ba.jpg,0.0638134765625,0
back_light-1---99-_jpg.rf.0828d4acbff1124c289f00ab3afb8599.jpg,0.22358154296875,2
back_light-1---99-_jpg.rf.4bc9b63c4cacbafc2ffe7cd8a7d84f01.jpg,0.207568359375,2
back_light-1---99-_jpg.rf.d5d9f67c4b76182d924008820c8fe460.jpg,0.2246484375,2
back_light-2---12-_jpg.rf.afe6fec66e454b9e563e3ccfc56cec38.jpg,0.10295654296875,0
back_light-2---12-_jpg.rf.ea440d47dce4c4685e66e87393dc9298.jpg,0.1016748046875,0
back_light-2---12-_jpg.rf.fdd513a2ed017876957e3bd6a13ab4aa.jpg,0.1101708984375,1
back_light-2---13-_jpg.rf.633a3cd033d484aef57a4ccb0f598859.jpg,0.13627197265625,1
back_light-2---13-_jpg.rf.6be5533b268a4c596bd88fd7c78f75fe.jpg,0.13747314453125,1
back_light-2---13-_jpg.rf.e6fef852e069fb63f4c8afe664d4e1fc.jpg,0.13775634765625,1
back_light-2---18-_jpg.rf.04581836ccbf63519f0869bc5470db3a.jpg,0.11118408203125,1
back_light-2---18-_jpg.rf.1fcfd1f26e809b8c6a5fa581e04c4f88.jpg,0.09657470703125,0
back_light-2---18-_jpg.rf.a8c3dde4a828f5c9a45942d5c376485b.jpg,0.10508056640625,0
back_light-2---21-_jpg.rf.1fde0049f409e25848b208d73c11df3b.jpg,0.143271484375,1
back_light-2---21-_jpg.rf.983f27beb833c6824e91006918d4d46b.jpg,0.1559619140625,1
back_light-2---21-_jpg.rf.b3f6f5be9ecf73ee48df69a39ada4d35.jpg,0.1547021484375,1
back_light-2---26-_jpg.rf.35370912c7c6e4d7a2ade3a8aaef64f6.jpg,0.1808154296875,2
back_light-2---26-_jpg.rf.923f18980669fda2e91be996d95a21fa.jpg,0.18399169921875,2
back_light-2---26-_jpg.rf.c11cbd16625c9f6c98bf811a87dfe6e5.jpg,0.18709716796875,2
back_light-2---4-_jpg.rf.63b221b2edbdd982df853aa3ff8b9aaa.jpg,0.1348291015625,1
back_light-2---4-_jpg.rf.63b5b0109c070960d3bb6116aced026c.jpg,0.123525390625,1
back_light-2---4-_jpg.rf.d6b7804a46f8ca3f2da8837f92cc0a2d.jpg,0.1352197265625,1
back_light-2---7-_jpg.rf.20936a9e4df744b72a48a19ebfcbd6c1.jpg,0.1477783203125,1
back_light-2---7-_jpg.rf.8a55a043fe29c2f96d8d1d9bf8e0b3e6.jpg,0.14682861328125,1
back_light-2---7-_jpg.rf.ada162f5f91322f24a8828f64f2e70b8.jpg,0.135576171875,1
back_light-2---8-_jpg.rf.30f49c3e21946bbc813364af78327c2d.jpg,0.184912109375,2
back_light-2---8-_jpg.rf.3b5393fd24b2e5d7a3896ffd73ebd38e.jpg,0.18239013671875,2
back_light-2---8-_jpg.rf.58498cd2449d6db3fba3a7d8125720cc.jpg,0.17935302734375,2
back_light-2-_jpg.rf.8b2e210037f03baa50bddc70c2016684.jpg,0.14813232421875,1
back_light-2-_jpg.rf.bea11aa2b1fb8b45cdbceb2fddc456aa.jpg,0.1516650390625,1
back_light-2-_jpg.rf.c6da8db3b4597947b52b230567ed541b.jpg,0.15084228515625,1
back_ligvht-1-_jpg.rf.81e1d458737b3187c3759673b0520ef0.jpg,0.14725830078125,1
back_ligvht-1-_jpg.rf.d7f3c10d2944ac7299b7622e37bc34ae.jpg,0.13512939453125,1
back_ligvht-1-_jpg.rf.f84cf8b42773f49910c25cd58082f4c1.jpg,0.13876220703125,1
back_livcght-1-_jpg.rf.699948e878bb1ff4afb88d536faad221.jpg,0.08220703125,0
back_livcght-1-_jpg.rf.6e53ff6ee8bb15ad2ff8e6be00044f85.jpg,0.07956787109375,0
back_livcght-1-_jpg.rf.e3e86635057be7656537adcd8776d7cc.jpg,0.08421875,0
bjside_mirror_jpg.rf.5ccf33d0bfb0af4c715790caba302a8a.jpg,0.083916015625,0
bjside_mirror_jpg.rf.7791bb9e5f148c2cb92ad7392f6b0890.jpg,0.071328125,0
bjside_mirror_jpg.rf.d1851447f4bb59ec190cfc5a286e5dc5.jpg,0.08104248046875,0
blue-car-crashed-driver-s-side-blue-car-crashed-driver-s-side-211157181_jpg.rf.65230416cbbc6684a75a9204bb36042d.jpg,0.30374755859375,2
blue-car-crashed-driver-s-side-blue-car-crashed-driver-s-side-211157181_jpg.rf.877b38c8862f8455a8d195182a5a1cab.jpg,0.26877197265625,2
blue-car-crashed-driver-s-side-blue-car-crashed-driver-s-side-211157181_jpg.rf.9fcc78859e504c525932a6456da8bdf5.jpg,0.3075537109375,2
blue-volkswagen-polo-after-road-accident-w3803w_jpg.rf.6593e3bce1aa733379e454d61379c24a.jpg,0.3472314453125,2
blue-volkswagen-polo-after-road-accident-w3803w_jpg.rf.6b32f242df919b765540d17c75ffd906.jpg,0.344716796875,2
blue-volkswagen-polo-after-road-accident-w3803w_jpg.rf.abf74241c7147681fbf55520624e546b.jpg,0.3235546875,2
body_pannel--1-_jpg.rf.128b17cc0c51eb5813990ec9cfd86d69.jpg,0.18068115234375,2
body_pannel--1-_jpg.rf.25e35af6aef492ce18a120b659f4f372.jpg,0.1849658203125,2
body_pannel--1-_jpg.rf.696fed575a3dbfa72b6adab8b0a759b3.jpg,0.1839599609375,2
body_pannel--100-_jpg.rf.2cc45d1931ae401601a7e2458c681cf8.jpg,0.07771728515625,0
body_pannel--100-_jpg.rf.416a6c9fc749e827f3765cef4d3fd910.jpg,0.08855224609375,0
body_pannel--100-_jpg.rf.9498897213473090e0a376b2083c01e0.jpg,0.086357421875,0
body_pannel--101-_jpg.rf.6b233e5ec2831cfc38f60ede0fbb51ad.jpg,0.100810546875,0
body_pannel--101-_jpg.rf.991533fe3c13ebd8197ac3ce573dab2d.jpg,0.10059814453125,0
body_pannel--101-_jpg.rf.e2eb807a52709710bf5f8a194728f415.jpg,0.0882421875,0
body_pannel--102-_jpg.rf.58d0056b9ecd9f1a39320898b8989f25.jpg,0.0535693359375,0
body_pannel--102-_jpg.rf.b03d04593cb360f6cc90f1036759014c.jpg,0.0581298828125,0
body_pannel--102-_jpg.rf.e77f6dee9f0e9fda628aaf78ad24ab4b.jpg,0.0504736328125,0
body_pannel--106-_jpg.rf.03b43253ce649147cb45af5d58aba5e3.jpg,0.06909423828125,0
body_pannel--106-_jpg.rf.8e3df438f19b59f473324317b1ded5fd.jpg,0.07627685546875,0
body_pannel--106-_jpg.rf.db084a6e7e5277f362e4846c40428f77.jpg,0.0699072265625,0
body_pannel--11-_JPEG.rf.239c923383979af094b3881e3fbb9439.jpg,0.0785107421875,0
body_pannel--11-_JPEG.rf.a9811dd59bbfcc1e5f9a004fcc1cc6e9.jpg,0.07427490234375,0
body_pannel--11-_JPEG.rf.b01e36190034e04fc563e55a2ca11ffc.jpg,0.0741796875,0
body_pannel--11-_jpg.rf.2b1a621ef80d23525d9f9328bb72c21c.jpg,0.03895263671875,0
body_pannel--11-_jpg.rf.7d882c86a3e349ae9d1796e2d7b71218.jpg,0.04141357421875,0
body_pannel--11-_jpg.rf.f052612766a364f4cf2128d7d52f3074.jpg,0.04019287109375,0
body_pannel--12-_jpg.rf.54491f9d31e1bcfe66bbdf929266a48e.jpg,0.03458740234375,0
body_pannel--12-_jpg.rf.66a8e21269a53d02016482e5435bdf62.jpg,0.04220703125,0
body_pannel--12-_jpg.rf.b9416ad8d7114ba9ad496ca50f24c613.jpg,0.03884521484375,0
body_pannel--13-_JPEG.rf.268f3a8316cd4befb24adcf60f040b8b.jpg,0.1253759765625,1
body_pannel--13-_JPEG.rf.820cae998c88440dc45f28b53bc4cebd.jpg,0.1025341796875,0
body_pannel--13-_JPEG.rf.cd3c430d888fe366ee12128d58a75c6f.jpg,0.13093505859375,1
body_pannel--13-_jpg.rf.75ec0ae5493ef12266c59290a3c5cb9b.jpg,0.11218994140625,1
body_pannel--13-_jpg.rf.86a64a0878e5bb94e08b2ab66d356307.jpg,0.10742919921875,0
body_pannel--13-_jpg.rf.ffc829bc56eecaeee6573b6440017fe4.jpg,0.1053955078125,0
body_pannel--14-_jpg.rf.1057026d1e0c6c8ab4635c81fa2188bd.jpg,0.057607421875,0
body_pannel--14-_jpg.rf.88f2a39ce88016766eee38ab01e9d097.jpg,0.06170654296875,0
body_pannel--14-_jpg.rf.c073c608aec46a86508ad65289991954.jpg,0.05279296875,0
body_pannel--16-_jpg.rf.3795c14ee2f266f2f6f9f652ab1fb7fd.jpg,0.10044677734375,0
body_pannel--16-_jpg.rf.61e62ffcd5330e76556eb35b1e23e1a2.jpg,0.09976806640625,0
body_pannel--16-_jpg.rf.6dd945962db84ecfb76e0e6cb37882fb.jpg,0.09890869140625,0
body_pannel--19-_jpg.rf.90fa8a04487860e3b781abc035ab81d9.jpg,0.1909228515625,2
body_pannel--19-_jpg.rf.97ecd8a2783d34c2a09c8874c123ea31.jpg,0.2051611328125,2
body_pannel--19-_jpg.rf.f889ec38762ca9560b1b79e6f27d9868.jpg,0.19115478515625,2
body_pannel--22-_jpg.rf.15ad5bea4d2f6805f7500c2c993992d2.jpg,0.10257080078125,0
body_pannel--22-_jpg.rf.3c22be3d126efc70ead5999b55acb5db.jpg,0.10272216796875,0
body_pannel--22-_jpg.rf.89650a61d7207d0e59d350b046a46609.jpg,0.1048876953125,0
body_pannel--23-_jpg.rf.1000b37d18d2e9f53159b8133b6fe498.jpg,0.173994140625,2
body_pannel--23-_jpg.rf.38f67ff5eefb78fb35be8153d2896e13.jpg,0.1848486328125,2
body_pannel--23-_jpg.rf.56443f1b1a01e6857d0dbad29ad2e18e.jpg,0.19417724609375,2
body_pannel--24-_jpg.rf.059cb000abf4c7534f5a086986b688c5.jpg,0.087646484375,0
body_pannel--24-_jpg.rf.19e1228f5c71dbead7a75ee5973a3bf0.jpg,0.08989501953125,0
body_pannel--24-_jpg.rf.bc54223830ec6475c46602f871e18097.jpg,0.0864404296875,0
body_pannel--26-_jpg.rf.1c657b5583e4f23b5f967b79b21d4e4d.jpg,0.192236328125,2
body_pannel--26-_jpg.rf.7a5f28c34978d2fe53fefec801994a94.jpg,0.17795654296875,2
body_pannel--26-_jpg.rf.fe58fe896fc5bf2f76689e2a2bb0c498.jpg,0.1920458984375,2
body_pannel--28-_jpg.rf.19b877ded5b0f5dbbf1f07fa689d7481.jpg,0.12000244140625,1
body_pannel--28-_jpg.rf.4204bb21b026f26fe98381baf9ae2a79.jpg,0.12455322265625,1
body_pannel--28-_jpg.rf.437d004588c5e766234a2506f1b3cfee.jpg,0.11647705078125,1
body_pannel--29-_jpg.rf.576447041fd512026e4f78a93354b618.jpg,0.1934765625,2
body_pannel--29-_jpg.rf.b3147978dfd81bc9929bbb0408790ac9.jpg,0.1919482421875,2
body_pannel--29-_jpg.rf.c2c7eec8b6ec2d75901f60d5a2df9231.jpg,0.1887841796875,2
body_pannel--3-_jpg.rf.1989a0010260245ac9f6b6d3fec8e144.jpg,0.2290380859375,2
body_pannel--3-_jpg.rf.483123a2e8c10f31b539cc42d11ac047.jpg,0.226845703125,2
body_pannel--3-_jpg.rf.f40db0cc649a137cc436512393f49de5.jpg,0.23283447265625,2
body_pannel--30-_jpg.rf.39acfcc8882a888d0db57f5840052bed.jpg,0.07218017578125,0
body_pannel--30-_jpg.rf.5e6bbbd6638ab226751c4b011c0d5b69.jpg,0.08406005859375,0
body_pannel--30-_jpg.rf.ce0bb8890cb55a77b7986ca4f75ffe5c.jpg,0.08388427734375,0
